37th Early Bird Open Mens 5000 Meters HS Open 5K
Thu Aug 29 2024
https://www.athletic.net/CrossCountry/meet/235827/results/943367
The Skyline team performed admirably at the 37th Early Bird Open, securing 7th place overall with a team score of 186. Notable individual performances include several athletes who achieved personal records (PRs). Matthew Guikema led the team with a time of 17:35.10, followed closely by Nicholas Yuan at 17:44.40. Zeke Lafferty, Jack Robichaud, and Gustaf Finn rounded out the top five for Skyline, contributing to the team's tight spread between runners. Other athletes who achieved PRs include Oskar MacArthur (18:37.50), Grayson Crooks (19:37.10), Juan Luis Llanes (19:48.00), and Paxton Alicandro (21:13.00). This race showcased the team's strong depth and improvement as they continue the season.


Place,Team,Score
1,Livonia Churchill,95
2,Ann Arbor Pioneer,126
3,White Lake Lakeland,127
4,Plymouth,134
5,Ann Arbor Huron,164
6,Romeo,186
7,Ann Arbor Skyline,244
8,Grand Blanc,247
9,Mason,280
10,South Lyon,291
11,South Lyon East,318
12,Fenton,327
13,Fraser,346
14,Whitmore Lake,467
15,Waterford Kettering,477
16,North Farmington,504
17,Ypsilanti Community,546
18,Waterford Mott,551

Place,Grade,Name,Athlete Link,Time,Team,Team Link,Profile Pic
11.,12,Conner McCormick,https://www.athletic.net/athlete/18799774/cross-country,17:02.90,Mason,https://www.athletic.net/athlete/18799774/cross-country,18799774.jpg
12.,12,Matthew Verellen,https://www.athletic.net/athlete/18823138/cross-country,17:04.20,White Lake Lakeland,https://www.athletic.net/athlete/18823138/cross-country,18823138.jpg
13.,11,Theo Sacks-Thomas,https://www.athletic.net/athlete/21198061/cross-country,17:04.80,Ann Arbor Pioneer,https://www.athletic.net/athlete/21198061/cross-country,21198061.jpg
14.,12,Jonah Kraft,https://www.athletic.net/athlete/18801352/cross-country,17:05.70,Ann Arbor Huron,https://www.athletic.net/athlete/18801352/cross-country,18801352.jpg
15.,11,Owen Perry,https://www.athletic.net/athlete/22183697/cross-country,17:05.80,Romeo,https://www.athletic.net/athlete/22183697/cross-country,22183697.jpg
16.,12,Jacob Kosidlo,https://www.athletic.net/athlete/18823143/cross-country,17:11.40,White Lake Lakeland,https://www.athletic.net/athlete/18823143/cross-country,18823143.jpg
17.,12,Ben Mussen,https://www.athletic.net/athlete/18775451/cross-country,17:15.90,Plymouth,https://www.athletic.net/athlete/18775451/cross-country,18775451.jpg
18.,11,Luke Allen,https://www.athletic.net/athlete/24058324/cross-country,17:21.00,Romeo,https://www.athletic.net/athlete/24058324/cross-country,24058324.jpg
19.,11,Quinn Davis,https://www.athletic.net/athlete/24269491/cross-country,17:21.80,Ann Arbor Pioneer,https://www.athletic.net/athlete/24269491/cross-country,24269491.jpg
20.,12,Aiden Baugh,https://www.athletic.net/athlete/22186725/cross-country,17:28.00,Waterford Kettering,https://www.athletic.net/athlete/22186725/cross-country,22186725.jpg
21.,12,Jacob Mack,https://www.athletic.net/athlete/18838258/cross-country,17:32.70,South Lyon East,https://www.athletic.net/athlete/18838258/cross-country,18838258.jpg
22.,11,Lance Edghill,https://www.athletic.net/athlete/20922822/cross-country,17:34.20,Fraser,https://www.athletic.net/athlete/20922822/cross-country,20922822.jpg
23.,10,Matthew Guikema,https://www.athletic.net/athlete/23349678/cross-country,17:35.10,Ann Arbor Skyline,https://www.athletic.net/athlete/23349678/cross-country,23349678.jpg
24.,12,Maxwell Merrill,https://www.athletic.net/athlete/18719950/cross-country,17:36.70,Grand Blanc,https://www.athletic.net/athlete/18719950/cross-country,18719950.jpg
25.,11,Jamal (Max) Samaha,https://www.athletic.net/athlete/21156323/cross-country,17:39.30,Ann Arbor Huron,https://www.athletic.net/athlete/21156323/cross-country,21156323.jpg
26.,11,Thomas DeJesus,https://www.athletic.net/athlete/21198007/cross-country,17:41.40,Ann Arbor Pioneer,https://www.athletic.net/athlete/21198007/cross-country,21198007.jpg
27.,12,Teo Condevaux,https://www.athletic.net/athlete/18779734/cross-country,17:44.30,Livonia Churchill,https://www.athletic.net/athlete/18779734/cross-country,18779734.jpg
28.,10,Nicholas Yuan,https://www.athletic.net/athlete/21615273/cross-country,17:44.40,Ann Arbor Skyline,https://www.athletic.net/athlete/21615273/cross-country,21615273.jpg
29.,9,Nikhil Ball,https://www.athletic.net/athlete/19066366/cross-country,17:47.20,South Lyon East,https://www.athletic.net/athlete/19066366/cross-country,19066366.jpg
30.,11,Gavin Johns,https://www.athletic.net/athlete/22527412/cross-country,17:48.60,White Lake Lakeland,https://www.athletic.net/athlete/22527412/cross-country,22527412.jpg
31.,11,Brenden Humitz,https://www.athletic.net/athlete/22601590/cross-country,17:51.40,White Lake Lakeland,https://www.athletic.net/athlete/22601590/cross-country,22601590.jpg
32.,11,Francisco (Xisco) Dura,https://www.athletic.net/athlete/21156314/cross-country,17:52.80,Ann Arbor Huron,https://www.athletic.net/athlete/21156314/cross-country,21156314.jpg
33.,11,Hudson Wojtkowicz,https://www.athletic.net/athlete/21216710/cross-country,17:52.90,Livonia Churchill,https://www.athletic.net/athlete/21216710/cross-country,21216710.jpg
34.,12,Ethan Morche,https://www.athletic.net/athlete/21216778/cross-country,17:57.80,Livonia Churchill,https://www.athletic.net/athlete/21216778/cross-country,21216778.jpg
35.,10,Brody Empson,https://www.athletic.net/athlete/23507819/cross-country,17:59.60,Romeo,https://www.athletic.net/athlete/23507819/cross-country,23507819.jpg
36.,10,Walker Ledbetter,https://www.athletic.net/athlete/23807086/cross-country,18:00.30,Ann Arbor Pioneer,https://www.athletic.net/athlete/23807086/cross-country,23807086.jpg
37.,12,Michael Nivala,https://www.athletic.net/athlete/23577750/cross-country,18:02.10,White Lake Lakeland,https://www.athletic.net/athlete/23577750/cross-country,23577750.jpg
38.,11,Charlie Smith,https://www.athletic.net/athlete/19088575/cross-country,18:03.60,Grand Blanc,https://www.athletic.net/athlete/19088575/cross-country,19088575.jpg
39.,10,Tyler Bjorklund,https://www.athletic.net/athlete/23672948/cross-country,18:07.30,Livonia Churchill,https://www.athletic.net/athlete/23672948/cross-country,23672948.jpg
40.,11,Zeke Lafferty,https://www.athletic.net/athlete/21142917/cross-country,18:07.30,Ann Arbor Skyline,https://www.athletic.net/athlete/21142917/cross-country,21142917.jpg
41.,11,Joey Brake,https://www.athletic.net/athlete/21216712/cross-country,18:07.40,Livonia Churchill,https://www.athletic.net/athlete/21216712/cross-country,21216712.jpg
42.,12,Liam Wyman,https://www.athletic.net/athlete/16028007/cross-country,18:10.60,South Lyon,https://www.athletic.net/athlete/16028007/cross-country,16028007.jpg
43.,11,Daniel Niehaus,https://www.athletic.net/athlete/22208762/cross-country,18:11.70,Plymouth,https://www.athletic.net/athlete/22208762/cross-country,22208762.jpg
44.,11,Alex Hamilton,https://www.athletic.net/athlete/16047461/cross-country,18:14.60,North Farmington,https://www.athletic.net/athlete/16047461/cross-country,16047461.jpg
45.,10,Carson Hlavin,https://www.athletic.net/athlete/21126312/cross-country,18:15.20,Romeo,https://www.athletic.net/athlete/21126312/cross-country,21126312.jpg
46.,11,William Dean,https://www.athletic.net/athlete/21137600/cross-country,18:21.20,Grand Blanc,https://www.athletic.net/athlete/21137600/cross-country,21137600.jpg
47.,12,Jack Robichaud,https://www.athletic.net/athlete/18820279/cross-country,18:23.70,Ann Arbor Skyline,https://www.athletic.net/athlete/18820279/cross-country,18820279.jpg
48.,12,Aidan Grazioli,https://www.athletic.net/athlete/18830692/cross-country,18:25.90,South Lyon,https://www.athletic.net/athlete/18830692/cross-country,18830692.jpg
49.,10,Colin Courage,https://www.athletic.net/athlete/23616322/cross-country,18:27.00,Ann Arbor Pioneer,https://www.athletic.net/athlete/23616322/cross-country,23616322.jpg
50.,11,Gustaf Finn,https://www.athletic.net/athlete/21147171/cross-country,18:28.20,Ann Arbor Skyline,https://www.athletic.net/athlete/21147171/cross-country,21147171.jpg
51.,9,Owen Nelms,https://www.athletic.net/athlete/19124075/cross-country,18:28.80,White Lake Lakeland,https://www.athletic.net/athlete/19124075/cross-country,19124075.jpg
52.,12,Ayden McDonald,https://www.athletic.net/athlete/18823146/cross-country,18:29.20,White Lake Lakeland,https://www.athletic.net/athlete/18823146/cross-country,18823146.jpg
53.,12,Marek Unger,https://www.athletic.net/athlete/18694127/cross-country,18:29.90,Romeo,https://www.athletic.net/athlete/18694127/cross-country,18694127.jpg
54.,12,Brady Little,https://www.athletic.net/athlete/23992521/cross-country,18:31.50,South Lyon,https://www.athletic.net/athlete/23992521/cross-country,23992521.jpg
55.,9,Landen Martell,https://www.athletic.net/athlete/26367169/cross-country,18:31.80,Plymouth,https://www.athletic.net/athlete/26367169/cross-country,26367169.jpg
56.,12,Diego Islas-Montantes,https://www.athletic.net/athlete/18775448/cross-country,18:33.30,Plymouth,https://www.athletic.net/athlete/18775448/cross-country,18775448.jpg
57.,11,Thomas (TJ) Conley,https://www.athletic.net/athlete/21156307/cross-country,18:36.10,Ann Arbor Huron,https://www.athletic.net/athlete/21156307/cross-country,21156307.jpg
58.,9,Oskar MacArthur,https://www.athletic.net/athlete/23349698/cross-country,18:37.50,Ann Arbor Skyline,https://www.athletic.net/athlete/23349698/cross-country,23349698.jpg
59.,11,Jacob Alt,https://www.athletic.net/athlete/19101301/cross-country,18:39.30,Ypsilanti Community,https://www.athletic.net/athlete/19101301/cross-country,19101301.jpg
60.,9,Cameron Martin,https://www.athletic.net/athlete/26285091/cross-country,18:40.30,Fraser,https://www.athletic.net/athlete/26285091/cross-country,26285091.jpg
61.,11,Lucas Gizoni,https://www.athletic.net/athlete/13966918/cross-country,18:41.30,Romeo,https://www.athletic.net/athlete/13966918/cross-country,13966918.jpg
62.,9,Martin Gehrke,https://www.athletic.net/athlete/19203161/cross-country,18:42.70,Ann Arbor Skyline,https://www.athletic.net/athlete/19203161/cross-country,19203161.jpg
63.,12,Evan Hunt,https://www.athletic.net/athlete/18825433/cross-country,18:42.70,Waterford Mott,https://www.athletic.net/athlete/18825433/cross-country,18825433.jpg
64.,9,Jack Szukatis,https://www.athletic.net/athlete/26392741/cross-country,18:47.10,South Lyon East,https://www.athletic.net/athlete/26392741/cross-country,26392741.jpg
65.,11,Maximillian Bladzik,https://www.athletic.net/athlete/16049104/cross-country,18:49.40,Grand Blanc,https://www.athletic.net/athlete/16049104/cross-country,16049104.jpg
66.,9,Gerard Gilmore,https://www.athletic.net/athlete/18991586/cross-country,18:52.10,Fenton,https://www.athletic.net/athlete/18991586/cross-country,18991586.jpg
67.,10,Leonardo Reyes,https://www.athletic.net/athlete/23584599/cross-country,18:52.80,Plymouth,https://www.athletic.net/athlete/23584599/cross-country,23584599.jpg
68.,11,Tony D'Orazio,https://www.athletic.net/athlete/21414186/cross-country,18:53.10,Livonia Churchill,https://www.athletic.net/athlete/21414186/cross-country,21414186.jpg
69.,9,Reece Grafius,https://www.athletic.net/athlete/20218860/cross-country,18:53.40,Mason,https://www.athletic.net/athlete/20218860/cross-country,20218860.jpg
70.,10,Charles Cools,https://www.athletic.net/athlete/23574241/cross-country,18:53.40,Ann Arbor Huron,https://www.athletic.net/athlete/23574241/cross-country,23574241.jpg
71.,9,Henry Sillers,https://www.athletic.net/athlete/26376098/cross-country,18:53.90,Livonia Churchill,https://www.athletic.net/athlete/26376098/cross-country,26376098.jpg
72.,12,Owen Zischke,https://www.athletic.net/athlete/18830886/cross-country,18:58.90,South Lyon,https://www.athletic.net/athlete/18830886/cross-country,18830886.jpg
73.,12,Arush Vatul,https://www.athletic.net/athlete/18775462/cross-country,18:59.70,Plymouth,https://www.athletic.net/athlete/18775462/cross-country,18775462.jpg
74.,11,Kyle Krasan,https://www.athletic.net/athlete/21245954/cross-country,18:59.90,Ann Arbor Skyline,https://www.athletic.net/athlete/21245954/cross-country,21245954.jpg
75.,12,Sean Kosinski,https://www.athletic.net/athlete/19989247/cross-country,19:00.70,Livonia Churchill,https://www.athletic.net/athlete/19989247/cross-country,19989247.jpg
76.,9,Charlie Cossmann,https://www.athletic.net/athlete/26383252/cross-country,19:00.80,South Lyon,https://www.athletic.net/athlete/26383252/cross-country,26383252.jpg
77.,12,Parker Razelun,https://www.athletic.net/athlete/18820257/cross-country,19:01.80,Ann Arbor Skyline,https://www.athletic.net/athlete/18820257/cross-country,18820257.jpg
78.,11,Andrew Bucher,https://www.athletic.net/athlete/20922821/cross-country,19:04.50,Fraser,https://www.athletic.net/athlete/20922821/cross-country,20922821.jpg
79.,9,Nolan Collins,https://www.athletic.net/athlete/24049573/cross-country,19:05.20,Whitmore Lake,https://www.athletic.net/athlete/24049573/cross-country,24049573.jpg
80.,11,Aaron Zannetti,https://www.athletic.net/athlete/20498383/cross-country,19:06.10,Grand Blanc,https://www.athletic.net/athlete/20498383/cross-country,20498383.jpg
81.,12,Evan Lamb,https://www.athletic.net/athlete/13894490/cross-country,19:06.70,Romeo,https://www.athletic.net/athlete/13894490/cross-country,13894490.jpg
82.,9,Henry Golembiewski,https://www.athletic.net/athlete/23080371/cross-country,19:07.80,Fenton,https://www.athletic.net/athlete/23080371/cross-country,23080371.jpg
83.,12,Jackson Cargill,https://www.athletic.net/athlete/14078429/cross-country,19:10.00,Mason,https://www.athletic.net/athlete/14078429/cross-country,14078429.jpg
84.,10,Jackson Mavel,https://www.athletic.net/athlete/23597416/cross-country,19:11.60,South Lyon,https://www.athletic.net/athlete/23597416/cross-country,23597416.jpg
85.,10,Raphael Fournier,https://www.athletic.net/athlete/23564875/cross-country,19:14.70,Ann Arbor Skyline,https://www.athletic.net/athlete/23564875/cross-country,23564875.jpg
86.,10,Dylan Hanley,https://www.athletic.net/athlete/23349680/cross-country,19:15.60,Ann Arbor Skyline,https://www.athletic.net/athlete/23349680/cross-country,23349680.jpg
87.,10,Max Carne,https://www.athletic.net/athlete/23616319/cross-country,19:16.40,Ann Arbor Pioneer,https://www.athletic.net/athlete/23616319/cross-country,23616319.jpg
88.,11,Bruno Cifaldi,https://www.athletic.net/athlete/21147176/cross-country,19:17.30,Ann Arbor Skyline,https://www.athletic.net/athlete/21147176/cross-country,21147176.jpg
89.,9,Nicholas Priestap,https://www.athletic.net/athlete/26484130/cross-country,19:17.40,Grand Blanc,https://www.athletic.net/athlete/26484130/cross-country,26484130.jpg
90.,10,Tyler Williams,https://www.athletic.net/athlete/23407540/cross-country,19:20.00,Fraser,https://www.athletic.net/athlete/23407540/cross-country,23407540.jpg
91.,12,Ashe Baskey,https://www.athletic.net/athlete/18801343/cross-country,19:21.40,Ann Arbor Huron,https://www.athletic.net/athlete/18801343/cross-country,18801343.jpg
92.,10,Carter Kirkbride,https://www.athletic.net/athlete/15803483/cross-country,19:23.20,Romeo,https://www.athletic.net/athlete/15803483/cross-country,15803483.jpg
93.,10,Ben Panter,https://www.athletic.net/athlete/23676510/cross-country,19:24.60,Fenton,https://www.athletic.net/athlete/23676510/cross-country,23676510.jpg
94.,10,Cooper Ankeney,https://www.athletic.net/athlete/23349607/cross-country,19:28.90,Ann Arbor Pioneer,https://www.athletic.net/athlete/23349607/cross-country,23349607.jpg
95.,9,Leo Weaver,https://www.athletic.net/athlete/18810289/cross-country,19:30.30,Whitmore Lake,https://www.athletic.net/athlete/18810289/cross-country,18810289.jpg
96.,11,Dan Birmingham,https://www.athletic.net/athlete/17270746/cross-country,19:32.00,Whitmore Lake,https://www.athletic.net/athlete/17270746/cross-country,17270746.jpg
97.,10,Collin Diffin,https://www.athletic.net/athlete/20640068/cross-country,19:33.70,South Lyon East,https://www.athletic.net/athlete/20640068/cross-country,20640068.jpg
98.,12,Justin Perantoni,https://www.athletic.net/athlete/18840185/cross-country,19:35.20,Fenton,https://www.athletic.net/athlete/18840185/cross-country,18840185.jpg
99.,9,Grayson Crooks,https://www.athletic.net/athlete/26424516/cross-country,19:37.10,Ann Arbor Pioneer,https://www.athletic.net/athlete/26424516/cross-country,26424516.jpg
101.,9,Carter Crosby,https://www.athletic.net/athlete/20498353/cross-country,19:38.00,Grand Blanc,https://www.athletic.net/athlete/20498353/cross-country,20498353.jpg
102.,10,Tommy Skrobola,https://www.athletic.net/athlete/23631991/cross-country,19:39.00,Christ the King,https://www.athletic.net/athlete/23631991/cross-country,23631991.jpg
103.,11,Henry Epler,https://www.athletic.net/athlete/21515437/cross-country,19:40.00,South Lyon,https://www.athletic.net/athlete/21515437/cross-country,21515437.jpg
104.,10,Elliot Condevaux,https://www.athletic.net/athlete/23635617/cross-country,19:40.90,Livonia Churchill,https://www.athletic.net/athlete/23635617/cross-country,23635617.jpg
105.,11,Sami Anwar,https://www.athletic.net/athlete/21273239/cross-country,19:43.60,Plymouth,https://www.athletic.net/athlete/21273239/cross-country,21273239.jpg
106.,10,Jackson Martin,https://www.athletic.net/athlete/23676505/cross-country,19:45.60,Fenton,https://www.athletic.net/athlete/23676505/cross-country,23676505.jpg
107.,9,Levi Skinner,https://www.athletic.net/athlete/19088565/cross-country,19:46.30,Grand Blanc,https://www.athletic.net/athlete/19088565/cross-country,19088565.jpg
108.,10,Leroy Li,https://www.athletic.net/athlete/23616329/cross-country,19:47.40,Ann Arbor Pioneer,https://www.athletic.net/athlete/23616329/cross-country,23616329.jpg
109.,11,Juan Luis Llanes,https://www.athletic.net/athlete/23564880/cross-country,19:48.00,Ann Arbor Skyline,https://www.athletic.net/athlete/23564880/cross-country,23564880.jpg
110.,10,Will Fust,https://www.athletic.net/athlete/23635601/cross-country,19:50.70,Livonia Churchill,https://www.athletic.net/athlete/23635601/cross-country,23635601.jpg
111.,12,Jayson Anderson,https://www.athletic.net/athlete/19845420/cross-country,19:51.50,Mason,https://www.athletic.net/athlete/19845420/cross-country,19845420.jpg
112.,11,Marlowe Hartnett,https://www.athletic.net/athlete/21147174/cross-country,19:52.10,Ann Arbor Skyline,https://www.athletic.net/athlete/21147174/cross-country,21147174.jpg
113.,11,Seamus Murphy,https://www.athletic.net/athlete/15694997/cross-country,19:54.20,Romeo,https://www.athletic.net/athlete/15694997/cross-country,15694997.jpg
114.,9,Elliot Daley,https://www.athletic.net/athlete/26322015/cross-country,19:55.40,Ann Arbor Skyline,https://www.athletic.net/athlete/26322015/cross-country,26322015.jpg
115.,11,Caleb Schwarz,https://www.athletic.net/athlete/21123771/cross-country,19:56.60,Waterford Kettering,https://www.athletic.net/athlete/21123771/cross-country,21123771.jpg
116.,12,Peyton Rider,https://www.athletic.net/athlete/20141198/cross-country,19:56.70,South Lyon East,https://www.athletic.net/athlete/20141198/cross-country,20141198.jpg
117.,10,Ryan Springer,https://www.athletic.net/athlete/23597422/cross-country,19:57.10,South Lyon,https://www.athletic.net/athlete/23597422/cross-country,23597422.jpg
118.,12,Soren Stone-Palmquist,https://www.athletic.net/athlete/21748885/cross-country,20:00.80,Ann Arbor Huron,https://www.athletic.net/athlete/21748885/cross-country,21748885.jpg
119.,10,Matthew Underhill,https://www.athletic.net/athlete/20323209/cross-country,20:02.50,South Lyon East,https://www.athletic.net/athlete/20323209/cross-country,20323209.jpg
120.,11,Fletcher Campbell,https://www.athletic.net/athlete/21198002/cross-country,20:03.30,Ann Arbor Pioneer,https://www.athletic.net/athlete/21198002/cross-country,21198002.jpg
121.,10,Paxton Rose,https://www.athletic.net/athlete/23349712/cross-country,20:03.40,Ann Arbor Skyline,https://www.athletic.net/athlete/23349712/cross-country,23349712.jpg
122.,11,Brady Slone,https://www.athletic.net/athlete/22216380/cross-country,20:04.20,Fraser,https://www.athletic.net/athlete/22216380/cross-country,22216380.jpg
123.,10,Isaac Kim,https://www.athletic.net/athlete/23532017/cross-country,20:04.30,South Lyon East,https://www.athletic.net/athlete/23532017/cross-country,23532017.jpg
124.,9,Ryan Cooper,https://www.athletic.net/athlete/20640146/cross-country,20:04.40,South Lyon,https://www.athletic.net/athlete/20640146/cross-country,20640146.jpg
125.,9,Abram Larsen,https://www.athletic.net/athlete/18991593/cross-country,20:08.30,Fenton,https://www.athletic.net/athlete/18991593/cross-country,18991593.jpg
126.,9,Aarav Kalantry,https://www.athletic.net/athlete/23357937/cross-country,20:09.30,Ann Arbor Huron,https://www.athletic.net/athlete/23357937/cross-country,23357937.jpg
127.,10,Eric Junker,https://www.athletic.net/athlete/24861076/cross-country,20:10.40,Whitmore Lake,https://www.athletic.net/athlete/24861076/cross-country,24861076.jpg
128.,12,Jackson Cichewicz,https://www.athletic.net/athlete/26322046/cross-country,20:13.20,Ann Arbor Skyline,https://www.athletic.net/athlete/26322046/cross-country,26322046.jpg
129.,10,Benjamin Fox,https://www.athletic.net/athlete/17282737/cross-country,20:14.00,Whitmore Lake,https://www.athletic.net/athlete/17282737/cross-country,17282737.jpg
130.,10,Johan Kim,https://www.athletic.net/athlete/25204370/cross-country,20:15.50,Ann Arbor Huron,https://www.athletic.net/athlete/25204370/cross-country,25204370.jpg
131.,12,Elliot Oostendorp,https://www.athletic.net/athlete/25204442/cross-country,20:15.70,Ann Arbor Huron,https://www.athletic.net/athlete/25204442/cross-country,25204442.jpg
132.,11,Sean Hartz,https://www.athletic.net/athlete/21350022/cross-country,20:16.10,South Lyon,https://www.athletic.net/athlete/21350022/cross-country,21350022.jpg
133.,9,Tony Boggess,https://www.athletic.net/athlete/26483500/cross-country,20:16.70,Ann Arbor Pioneer,https://www.athletic.net/athlete/26483500/cross-country,26483500.jpg
134.,9,Zachary Panter,https://www.athletic.net/athlete/23080381/cross-country,20:17.00,Fenton,https://www.athletic.net/athlete/23080381/cross-country,23080381.jpg
135.,9,Tyler Mack,https://www.athletic.net/athlete/26257914/cross-country,20:18.00,South Lyon East,https://www.athletic.net/athlete/26257914/cross-country,26257914.jpg
136.,9,Eli Erman,https://www.athletic.net/athlete/26424520/cross-country,20:18.70,Ann Arbor Pioneer,https://www.athletic.net/athlete/26424520/cross-country,26424520.jpg
137.,12,Param Patel,https://www.athletic.net/athlete/19794217/cross-country,20:20.10,Plymouth,https://www.athletic.net/athlete/19794217/cross-country,19794217.jpg
138.,10,Graham Murphy,https://www.athletic.net/athlete/23584596/cross-country,20:20.50,Plymouth,https://www.athletic.net/athlete/23584596/cross-country,23584596.jpg
139.,12,Ashton Kandt,https://www.athletic.net/athlete/18830693/cross-country,20:20.90,South Lyon,https://www.athletic.net/athlete/18830693/cross-country,18830693.jpg
140.,10,Jameson Holton,https://www.athletic.net/athlete/20218873/cross-country,20:21.20,Mason,https://www.athletic.net/athlete/20218873/cross-country,20218873.jpg
141.,11,Nicholas Beard,https://www.athletic.net/athlete/22615835/cross-country,20:24.90,Ann Arbor Huron,https://www.athletic.net/athlete/22615835/cross-country,22615835.jpg
142.,10,Trey Williams,https://www.athletic.net/athlete/26383280/cross-country,20:26.00,South Lyon,https://www.athletic.net/athlete/26383280/cross-country,26383280.jpg
143.,12,Gabriel Diego,https://www.athletic.net/athlete/21143684/cross-country,20:27.10,North Farmington,https://www.athletic.net/athlete/21143684/cross-country,21143684.jpg
144.,10,Jackson Defina,https://www.athletic.net/athlete/23676523/cross-country,20:28.80,Fenton,https://www.athletic.net/athlete/23676523/cross-country,23676523.jpg
145.,11,Landon Johns,https://www.athletic.net/athlete/22601544/cross-country,20:35.20,White Lake Lakeland,https://www.athletic.net/athlete/22601544/cross-country,22601544.jpg
146.,12,Christopher Buck,https://www.athletic.net/athlete/18719944/cross-country,20:37.30,Grand Blanc,https://www.athletic.net/athlete/18719944/cross-country,18719944.jpg
147.,9,Easton Mascaro,https://www.athletic.net/athlete/26257906/cross-country,20:37.90,South Lyon East,https://www.athletic.net/athlete/26257906/cross-country,26257906.jpg
148.,10,Eli Doty,https://www.athletic.net/athlete/21338938/cross-country,20:39.20,Mason,https://www.athletic.net/athlete/21338938/cross-country,21338938.jpg
149.,12,Malaki Muhammud,https://www.athletic.net/athlete/19143888/cross-country,20:40.30,Ypsilanti Community,https://www.athletic.net/athlete/19143888/cross-country,19143888.jpg
150.,12,Nate Dillon,https://www.athletic.net/athlete/15362605/cross-country,20:44.50,Whitmore Lake,https://www.athletic.net/athlete/15362605/cross-country,15362605.jpg
151.,9,Finnian Rawsthorne,https://www.athletic.net/athlete/24367449/cross-country,20:44.90,Grand Blanc,https://www.athletic.net/athlete/24367449/cross-country,24367449.jpg
152.,10,Hayden Brown,https://www.athletic.net/athlete/23574458/cross-country,20:45.00,South Lyon East,https://www.athletic.net/athlete/23574458/cross-country,23574458.jpg
153.,12,Nick Goettlicher,https://www.athletic.net/athlete/20141115/cross-country,20:45.20,South Lyon East,https://www.athletic.net/athlete/20141115/cross-country,20141115.jpg
154.,10,Nathan Mann,https://www.athletic.net/athlete/23597393/cross-country,20:45.20,South Lyon,https://www.athletic.net/athlete/23597393/cross-country,23597393.jpg
155.,11,Charles Gilbert,https://www.athletic.net/athlete/18879247/cross-country,20:46.60,Romeo,https://www.athletic.net/athlete/18879247/cross-country,18879247.jpg
156.,10,Jayden Nailor,https://www.athletic.net/athlete/25555177/cross-country,20:50.60,Ypsilanti Community,https://www.athletic.net/athlete/25555177/cross-country,25555177.jpg
157.,9,Kyle Laginess,https://www.athletic.net/athlete/26285090/cross-country,20:50.60,Fraser,https://www.athletic.net/athlete/26285090/cross-country,26285090.jpg
